2026-09-22 19:17:18.635 | INFO     | raven.core.gateway.channel_manager:register:20 - Registered channel: mock
2026-09-22 19:17:18.636 | INFO     | raven.core.gateway.gateway:handle_message:512 - [80bbe96e] Incoming message from mock[user1]: message 0
2026-09-22 19:17:18.637 | DEBUG    | raven.core.security.context_filter:_try_init_presidio:356 - [context_filter] presidio_analyzer not available — using regex patterns only
2026-09-22 19:17:18.637 | INFO     | raven.core.gateway.gateway:_handle_message_inner:575 - [80bbe96e] Processing message from mock[user1]
2026-09-22 19:17:18.640 | ERROR    | raven.core.agent.agent:run:426 - Agent: LLM call failed (round 1/10): sequence item 0: expected str instance, MagicMock found
2026-09-22 19:17:19.141 | ERROR    | raven.core.agent.agent:run:426 - Agent: LLM call failed (round 2/10): sequence item 0: expected str instance, MagicMock found
2026-09-22 19:17:20.142 | ERROR    | raven.core.agent.agent:run:426 - Agent: LLM call failed (round 3/10): sequence item 0: expected str instance, MagicMock found
2026-09-22 19:17:20.145 | INFO     | raven.core.gateway.gateway:handle_message:512 - [80bbe96e] Incoming message from mock[user1]: message 1
2026-09-22 19:17:20.146 | DEBUG    | raven.core.security.context_filter:_try_init_presidio:356 - [context_filter] presidio_analyzer not available — using regex patterns only
2026-09-22 19:17:20.146 | INFO     | raven.core.gateway.gateway:_handle_message_inner:575 - [80bbe96e] Processing message from mock[user1]
2026-09-22 19:17:20.146 | ERROR    | raven.core.agent.agent:run:426 - Agent: LLM call failed (round 1/10): sequence item 0: expected str instance, MagicMock found
2026-09-22 19:17:20.647 | ERROR    | raven.core.agent.agent:run:426 - Agent: LLM call failed (round 2/10): sequence item 0: expected str instance, MagicMock found
2026-09-22 19:17:21.649 | ERROR    | raven.core.agent.agent:run:426 - Agent: LLM call failed (round 3/10): sequence item 0: expected str instance, MagicMock found
2026-09-22 19:17:21.650 | INFO     | raven.core.gateway.gateway:handle_message:512 - [80bbe96e] Incoming message from mock[user1]: message 2
2026-09-22 19:17:21.650 | DEBUG    | raven.core.security.context_filter:_try_init_presidio:356 - [context_filter] presidio_analyzer not available — using regex patterns only
2026-09-22 19:17:21.650 | INFO     | raven.core.gateway.gateway:_handle_message_inner:575 - [80bbe96e] Processing message from mock[user1]
2026-09-22 19:17:21.651 | ERROR    | raven.core.agent.agent:run:426 - Agent: LLM call failed (round 1/10): sequence item 0: expected str instance, MagicMock found
2026-09-22 19:17:22.152 | ERROR    | raven.core.agent.agent:run:426 - Agent: LLM call failed (round 2/10): sequence item 0: expected str instance, MagicMock found
2026-09-22 19:17:23.154 | ERROR    | raven.core.agent.agent:run:426 - Agent: LLM call failed (round 3/10): sequence item 0: expected str instance, MagicMock found
2026-09-22 19:17:23.156 | INFO     | raven.core.gateway.gateway:stop:369 - Stopping gateway...
2026-09-22 19:17:23.156 | INFO     | raven.core.outbox:stop:89 - Outbox stopped
2026-09-22 19:17:23.156 | INFO     | raven.core.gateway.task_orchestrator:stop:92 - TaskOrchestrator stopped
2026-09-22 19:17:23.156 | INFO     | raven.core.gateway.channel_manager:stop_all:50 - Channel stopped: mock
2026-09-22 19:17:23.156 | DEBUG    | raven.core.store:close:54 - Connection closed for MonitorStore
2026-09-22 19:17:23.156 | DEBUG    | raven.core.store:close:54 - Connection closed for RoutineStore
