2026-09-07 01:40:11.907 | INFO     | raven.core.gateway.channel_manager:register:20 - Registered channel: mock
2026-09-07 01:40:11.908 | INFO     | raven.core.gateway.gateway:handle_message:512 - [129de75f] Incoming message from mock[user0]: stress test message 0
2026-09-07 01:40:11.909 | DEBUG    | raven.core.security.context_filter:_try_init_presidio:356 - [context_filter] presidio_analyzer not available — using regex patterns only
2026-09-07 01:40:11.909 | INFO     | raven.core.gateway.gateway:_handle_message_inner:575 - [129de75f] Processing message from mock[user0]
2026-09-07 01:40:11.909 | INFO     | raven.core.gateway.gateway:handle_message:512 - [1a1382fd] Incoming message from mock[user1]: stress test message 1
2026-09-07 01:40:11.910 | DEBUG    | raven.core.security.context_filter:_try_init_presidio:356 - [context_filter] presidio_analyzer not available — using regex patterns only
2026-09-07 01:40:11.910 | INFO     | raven.core.gateway.gateway:_handle_message_inner:575 - [1a1382fd] Processing message from mock[user1]
2026-09-07 01:40:11.910 | INFO     | raven.core.gateway.gateway:handle_message:512 - [a6e1e6d3] Incoming message from mock[user2]: stress test message 2
2026-09-07 01:40:11.910 | WARNING  | raven.core.channel_guardian:check_rate_limit:85 - Rate limit exceeded for channel mock
2026-09-07 01:40:11.910 | INFO     | raven.core.gateway.gateway:handle_message:512 - [fd6646a1] Incoming message from mock[user3]: stress test message 3
2026-09-07 01:40:11.911 | WARNING  | raven.core.channel_guardian:check_rate_limit:85 - Rate limit exceeded for channel mock
2026-09-07 01:40:11.911 | INFO     | raven.core.gateway.gateway:handle_message:512 - [4bf7633d] Incoming message from mock[user4]: stress test message 4
2026-09-07 01:40:11.911 | WARNING  | raven.core.channel_guardian:check_rate_limit:85 - Rate limit exceeded for channel mock
2026-09-07 01:40:11.911 | INFO     | raven.core.gateway.gateway:handle_message:512 - [7ebe5e4d] Incoming message from mock[user5]: stress test message 5
2026-09-07 01:40:11.911 | WARNING  | raven.core.channel_guardian:check_rate_limit:85 - Rate limit exceeded for channel mock
2026-09-07 01:40:11.911 | INFO     | raven.core.gateway.gateway:handle_message:512 - [352a7de8] Incoming message from mock[user6]: stress test message 6
2026-09-07 01:40:11.911 | WARNING  | raven.core.channel_guardian:check_rate_limit:85 - Rate limit exceeded for channel mock
2026-09-07 01:40:11.912 | INFO     | raven.core.gateway.gateway:handle_message:512 - [536f991a] Incoming message from mock[user7]: stress test message 7
2026-09-07 01:40:11.912 | WARNING  | raven.core.channel_guardian:check_rate_limit:85 - Rate limit exceeded for channel mock
2026-09-07 01:40:11.912 | INFO     | raven.core.gateway.gateway:handle_message:512 - [27e2fe91] Incoming message from mock[user8]: stress test message 8
2026-09-07 01:40:11.912 | WARNING  | raven.core.channel_guardian:check_rate_limit:85 - Rate limit exceeded for channel mock
2026-09-07 01:40:11.912 | INFO     | raven.core.gateway.gateway:handle_message:512 - [1b5662d3] Incoming message from mock[user9]: stress test message 9
2026-09-07 01:40:11.912 | WARNING  | raven.core.channel_guardian:check_rate_limit:85 - Rate limit exceeded for channel mock
2026-09-07 01:40:11.912 | INFO     | raven.core.gateway.gateway:handle_message:512 - [10433602] Incoming message from mock[user0]: stress test message 10
2026-09-07 01:40:11.912 | WARNING  | raven.core.channel_guardian:check_rate_limit:85 - Rate limit exceeded for channel mock
2026-09-07 01:40:11.912 | INFO     | raven.core.gateway.gateway:handle_message:512 - [84e82f89] Incoming message from mock[user1]: stress test message 11
2026-09-07 01:40:11.913 | WARNING  | raven.core.channel_guardian:check_rate_limit:85 - Rate limit exceeded for channel mock
2026-09-07 01:40:11.913 | INFO     | raven.core.gateway.gateway:handle_message:512 - [0df31684] Incoming message from mock[user2]: stress test message 12
2026-09-07 01:40:11.913 | WARNING  | raven.core.channel_guardian:check_rate_limit:85 - Rate limit exceeded for channel mock
2026-09-07 01:40:11.913 | INFO     | raven.core.gateway.gateway:handle_message:512 - [bb30a856] Incoming message from mock[user3]: stress test message 13
2026-09-07 01:40:11.913 | WARNING  | raven.core.channel_guardian:check_rate_limit:85 - Rate limit exceeded for channel mock
2026-09-07 01:40:11.913 | INFO     | raven.core.gateway.gateway:handle_message:512 - [e6ee393a] Incoming message from mock[user4]: stress test message 14
2026-09-07 01:40:11.913 | WARNING  | raven.core.channel_guardian:check_rate_limit:85 - Rate limit exceeded for channel mock
2026-09-07 01:40:11.913 | INFO     | raven.core.gateway.gateway:handle_message:512 - [b96c391b] Incoming message from mock[user5]: stress test message 15
2026-09-07 01:40:11.913 | WARNING  | raven.core.channel_guardian:check_rate_limit:85 - Rate limit exceeded for channel mock
2026-09-07 01:40:11.913 | INFO     | raven.core.gateway.gateway:handle_message:512 - [cb817b86] Incoming message from mock[user6]: stress test message 16
2026-09-07 01:40:11.913 | WARNING  | raven.core.channel_guardian:check_rate_limit:85 - Rate limit exceeded for channel mock
2026-09-07 01:40:11.914 | INFO     | raven.core.gateway.gateway:handle_message:512 - [cce43ff6] Incoming message from mock[user7]: stress test message 17
2026-09-07 01:40:11.914 | WARNING  | raven.core.channel_guardian:check_rate_limit:85 - Rate limit exceeded for channel mock
2026-09-07 01:40:11.914 | INFO     | raven.core.gateway.gateway:handle_message:512 - [70994089] Incoming message from mock[user8]: stress test message 18
2026-09-07 01:40:11.914 | WARNING  | raven.core.channel_guardian:check_rate_limit:85 - Rate limit exceeded for channel mock
2026-09-07 01:40:11.914 | INFO     | raven.core.gateway.gateway:handle_message:512 - [e3aba9d0] Incoming message from mock[user9]: stress test message 19
2026-09-07 01:40:11.914 | WARNING  | raven.core.channel_guardian:check_rate_limit:85 - Rate limit exceeded for channel mock
2026-09-07 01:40:11.914 | INFO     | raven.core.gateway.gateway:handle_message:512 - [145b5b60] Incoming message from mock[user0]: stress test message 20
2026-09-07 01:40:11.914 | WARNING  | raven.core.security.rate_limiter:check_rate_limit:119 - Rate limit exceeded for channel mock (type=mock)
