2026-09-07 21:23:05.472 | INFO     | raven.core.gateway.channel_manager:register:20 - Registered channel: mock
2026-09-07 21:23:05.473 | INFO     | raven.core.gateway.gateway:handle_message:512 - [56997e1e] Incoming message from mock[burst_user]: burst 0
2026-09-07 21:23:05.474 | DEBUG    | raven.core.security.context_filter:_try_init_presidio:356 - [context_filter] presidio_analyzer not available — using regex patterns only
2026-09-07 21:23:05.474 | INFO     | raven.core.gateway.gateway:_handle_message_inner:575 - [56997e1e] Processing message from mock[burst_user]
2026-09-07 21:23:05.475 | INFO     | raven.core.gateway.gateway:handle_message:512 - [e9dfc584] Incoming message from mock[burst_user]: burst 1
2026-09-07 21:23:05.475 | DEBUG    | raven.core.security.context_filter:_try_init_presidio:356 - [context_filter] presidio_analyzer not available — using regex patterns only
2026-09-07 21:23:05.475 | INFO     | raven.core.gateway.gateway:_handle_message_inner:575 - [e9dfc584] Processing message from mock[burst_user]
2026-09-07 21:23:05.476 | INFO     | raven.core.gateway.gateway:handle_message:512 - [a633b2e8] Incoming message from mock[burst_user]: burst 2
2026-09-07 21:23:05.476 | WARNING  | raven.core.channel_guardian:check_rate_limit:85 - Rate limit exceeded for channel mock
2026-09-07 21:23:05.476 | INFO     | raven.core.gateway.gateway:handle_message:512 - [59c717a6] Incoming message from mock[burst_user]: burst 3
2026-09-07 21:23:05.476 | WARNING  | raven.core.channel_guardian:check_rate_limit:85 - Rate limit exceeded for channel mock
2026-09-07 21:23:05.476 | INFO     | raven.core.gateway.gateway:handle_message:512 - [5ad5f1e1] Incoming message from mock[burst_user]: burst 4
2026-09-07 21:23:05.476 | WARNING  | raven.core.channel_guardian:check_rate_limit:85 - Rate limit exceeded for channel mock
2026-09-07 21:23:05.476 | INFO     | raven.core.gateway.gateway:handle_message:512 - [5259b032] Incoming message from mock[burst_user]: burst 5
2026-09-07 21:23:05.477 | WARNING  | raven.core.channel_guardian:check_rate_limit:85 - Rate limit exceeded for channel mock
2026-09-07 21:23:05.477 | INFO     | raven.core.gateway.gateway:handle_message:512 - [e347f717] Incoming message from mock[burst_user]: burst 6
2026-09-07 21:23:05.477 | WARNING  | raven.core.channel_guardian:check_rate_limit:85 - Rate limit exceeded for channel mock
2026-09-07 21:23:05.477 | INFO     | raven.core.gateway.gateway:handle_message:512 - [f586e2ab] Incoming message from mock[burst_user]: burst 7
2026-09-07 21:23:05.477 | WARNING  | raven.core.channel_guardian:check_rate_limit:85 - Rate limit exceeded for channel mock
2026-09-07 21:23:05.477 | INFO     | raven.core.gateway.gateway:handle_message:512 - [6ab6cef4] Incoming message from mock[burst_user]: burst 8
2026-09-07 21:23:05.477 | WARNING  | raven.core.channel_guardian:check_rate_limit:85 - Rate limit exceeded for channel mock
2026-09-07 21:23:05.477 | INFO     | raven.core.gateway.gateway:handle_message:512 - [294f5886] Incoming message from mock[burst_user]: burst 9
2026-09-07 21:23:05.478 | WARNING  | raven.core.channel_guardian:check_rate_limit:85 - Rate limit exceeded for channel mock
2026-09-07 21:23:05.478 | INFO     | raven.core.gateway.gateway:handle_message:512 - [dc81d828] Incoming message from mock[burst_user]: burst 10
2026-09-07 21:23:05.478 | WARNING  | raven.core.security.rate_limiter:check_rate_limit:127 - Rate limit exceeded for user burst_user on channel mock
2026-09-07 21:23:05.478 | INFO     | raven.core.gateway.gateway:handle_message:512 - [ecfcb236] Incoming message from mock[burst_user]: burst 11
2026-09-07 21:23:05.478 | WARNING  | raven.core.security.rate_limiter:check_rate_limit:127 - Rate limit exceeded for user burst_user on channel mock
2026-09-07 21:23:05.478 | INFO     | raven.core.gateway.gateway:handle_message:512 - [a1131cf2] Incoming message from mock[burst_user]: burst 12
2026-09-07 21:23:05.478 | WARNING  | raven.core.security.rate_limiter:check_rate_limit:127 - Rate limit exceeded for user burst_user on channel mock
2026-09-07 21:23:05.479 | INFO     | raven.core.gateway.gateway:handle_message:512 - [4353d910] Incoming message from mock[burst_user]: burst 13
2026-09-07 21:23:05.479 | WARNING  | raven.core.security.rate_limiter:check_rate_limit:127 - Rate limit exceeded for user burst_user on channel mock
2026-09-07 21:23:05.479 | INFO     | raven.core.gateway.gateway:handle_message:512 - [965786cb] Incoming message from mock[burst_user]: burst 14
2026-09-07 21:23:05.479 | WARNING  | raven.core.security.rate_limiter:check_rate_limit:127 - Rate limit exceeded for user burst_user on channel mock
2026-09-07 21:23:05.479 | INFO     | raven.core.gateway.gateway:handle_message:512 - [f301d18e] Incoming message from mock[burst_user]: burst 15
2026-09-07 21:23:05.479 | WARNING  | raven.core.security.rate_limiter:check_rate_limit:127 - Rate limit exceeded for user burst_user on channel mock
2026-09-07 21:23:05.479 | INFO     | raven.core.gateway.gateway:handle_message:512 - [2b871b42] Incoming message from mock[burst_user]: burst 16
2026-09-07 21:23:05.479 | WARNING  | raven.core.security.rate_limiter:check_rate_limit:127 - Rate limit exceeded for user burst_user on channel mock
2026-09-07 21:23:05.480 | INFO     | raven.core.gateway.gateway:handle_message:512 - [12884650] Incoming message from mock[burst_user]: burst 17
2026-09-07 21:23:05.480 | WARNING  | raven.core.security.rate_limiter:check_rate_limit:127 - Rate limit exceeded for user burst_user on channel mock
2026-09-07 21:23:05.480 | INFO     | raven.core.gateway.gateway:handle_message:512 - [36745859] Incoming message from mock[burst_user]: burst 18
2026-09-07 21:23:05.480 | WARNING  | raven.core.security.rate_limiter:check_rate_limit:127 - Rate limit exceeded for user burst_user on channel mock
2026-09-07 21:23:05.480 | INFO     | raven.core.gateway.gateway:handle_message:512 - [da0171ee] Incoming message from mock[burst_user]: burst 19
2026-09-07 21:23:05.480 | WARNING  | raven.core.security.rate_limiter:check_rate_limit:127 - Rate limit exceeded for user burst_user on channel mock
2026-09-07 21:23:05.483 | ERROR    | raven.core.agent.agent:run:423 - Agent: LLM call failed (round 1/10): sequence item 0: expected str instance, MagicMock found
2026-09-07 21:23:05.483 | ERROR    | raven.core.agent.agent:run:423 - Agent: LLM call failed (round 1/10): sequence item 0: expected str instance, MagicMock found
2026-09-07 21:23:05.985 | ERROR    | raven.core.agent.agent:run:423 - Agent: LLM call failed (round 2/10): sequence item 0: expected str instance, MagicMock found
2026-09-07 21:23:05.985 | ERROR    | raven.core.agent.agent:run:423 - Agent: LLM call failed (round 2/10): sequence item 0: expected str instance, MagicMock found
2026-09-07 21:23:06.987 | ERROR    | raven.core.agent.agent:run:423 - Agent: LLM call failed (round 3/10): sequence item 0: expected str instance, MagicMock found
2026-09-07 21:23:06.987 | ERROR    | raven.core.agent.agent:run:423 - Agent: LLM call failed (round 3/10): sequence item 0: expected str instance, MagicMock found
2026-09-07 21:23:06.991 | INFO     | raven.core.gateway.gateway:stop:369 - Stopping gateway...
2026-09-07 21:23:06.991 | INFO     | raven.core.outbox:stop:89 - Outbox stopped
2026-09-07 21:23:06.991 | INFO     | raven.core.gateway.task_orchestrator:stop:88 - TaskOrchestrator stopped
2026-09-07 21:23:06.991 | INFO     | raven.core.gateway.channel_manager:stop_all:50 - Channel stopped: mock
2026-09-07 21:23:06.992 | DEBUG    | raven.core.store:close:54 - Connection closed for MonitorStore
2026-09-07 21:23:06.992 | DEBUG    | raven.core.store:close:54 - Connection closed for RoutineStore
